seed,turn,stage,candidates,action_index,action_desc,elapsed_us,score_breakdown
1001,65,Train,8,4,智训练,28,"#0 -924[速训练 失败率15% 属性+0 PT+23] | #1 472[耐训练 失败率13% 属性+129 PT+9] | #2 1280[力训练 失败率11% 属性+192 PT+21] | #3 418[根训练 失败率16% 属性+85 PT+9] | #4 3190[智训练 失败率0% 属性+269 PT+50] | #5 1523[比赛(G1 五维[5, 5, 5, 5, 5]×1.55 PT+78 体力-15 折扣0.30)] | #6 76[休息] | #7 15[普通外出]"
1001,66,RamenSelect,4,3,吃面/京都-速耐智,83,#0 0[不吃面] | #1 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内] | #2 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内] | #3 3716[吃面/京都-速耐智]
1001,66,SpecialSelect,1,0,吃面/京都-速耐智(替换Bx1),1,仅1候选: 吃面/京都-速耐智(替换Bx1)
1001,66,Train,8,0,速训练,41,"#0 -25986[速训练 失败率1% 属性+0 PT+215] | #1 2333[耐训练 失败率0% 属性+215 PT+30] | #2 1138[力训练 失败率0% 属性+165 PT+17] | #3 1576[根训练 失败率1% 属性+153 PT+25] | #4 2238[智训练 失败率0% 属性+90 PT+30] | #5 1208[比赛(G2 五维[3, 5, 3, 5, 3]×1.55 PT+62 体力-15 折扣0.30)] | #6 51[休息] | #7 15[普通外出]"
1001,67,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
1001,67,Train,1,0,比赛,0,仅1候选: 比赛
1001,68,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
1001,68,Train,8,4,智训练,36,"#0 -340282346638528859811704183484516925440[速训练 失败率28% 属性+0 PT+59] | #1 -340282346638528859811704183484516925440[耐训练 失败率22% 属性+424 PT+35] | #2 -340282346638528859811704183484516925440[力训练 失败率26% 属性+105 PT+9] | #3 -340282346638528859811704183484516925440[根训练 失败率29% 属性+93 PT+10] | #4 2605[智训练 失败率0% 属性+225 PT+43] | #5 -340282346638528859811704183484516925440[比赛(G1 五维[5, 5, 5, 5, 5]×1.55 PT+78 体力-15 折扣0.30)] | #6 93[休息] | #7 15[普通外出]"
1001,69,RamenSelect,2,0,不吃面,46,#0 0[不吃面] | #1 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内]
1001,69,Train,8,4,智训练,23,"#0 -390[速训练 失败率10% 属性+0 PT+9] | #1 969[耐训练 失败率9% 属性+190 PT+16] | #2 1083[力训练 失败率9% 属性+163 PT+18] | #3 1426[根训练 失败率9% 属性+165 PT+24] | #4 2569[智训练 失败率0% 属性+242 PT+43] | #5 1515[比赛(G1 五维[5, 5, 5, 5, 5]×1.55 PT+78 体力-15 折扣0.30)] | #6 68[休息] | #7 15[普通外出]"
1001,70,RamenSelect,2,1,吃面/函馆-耐,46,#0 0[不吃面] | #1 3729[吃面/函馆-耐]
1001,70,SpecialSelect,1,0,吃面/函馆-耐,0,仅1候选: 吃面/函馆-耐
1001,70,Train,8,1,耐训练,39,"#0 -5852[速训练 失败率0% 属性+0 PT+43] | #1 13929[耐训练 失败率0% 属性+1394 PT+190] | #2 1117[力训练 失败率0% 属性+172 PT+16] | #3 597[根训练 失败率0% 属性+98 PT+10] | #4 2240[智训练 失败率0% 属性+300 PT+41] | #5 1200[比赛(G2 五维[3, 5, 3, 5, 3]×1.55 PT+62 体力-15 折扣0.30)] | #6 46[休息] | #7 15[普通外出]"
1001,71,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
1001,71,Train,1,0,比赛,0,仅1候选: 比赛
1001,71,SuperRamenSelect,3,1,超级拉面选项 2,3,#0 0[非选项二] | #1 1[固定选项二] | #2 0[非选项二]
1001,72,Train,7,0,速训练,28,#0 -63205[速训练 失败率0% 属性+0 PT+305] | #1 8314[耐训练 失败率0% 属性+566 PT+121] | #2 4403[力训练 失败率0% 属性+313 PT+64] | #3 2836[根训练 失败率0% 属性+229 PT+43] | #4 3279[智训练 失败率0% 属性+148 PT+56] | #5 -154[休息] | #6 -185[普通外出]
1001,72,Event,2,0,事件#102 追加训练:  速5  体力-5 羁绊+5 /   体力5,3,
1001,73,Train,1,0,比赛,0,仅1候选: 比赛
1001,74,Train,7,1,耐训练,27,#0 -122033[速训练 失败率0% 属性+0 PT+289] | #1 20656[耐训练 失败率0% 属性+1970 PT+291] | #2 3799[力训练 失败率0% 属性+331 PT+54] | #3 1380[根训练 失败率0% 属性+143 PT+21] | #4 -354[智训练 失败率0% 属性+937 PT+286] | #5 -154[休息] | #6 -185[普通外出]
1001,75,Train,1,0,比赛,0,仅1候选: 比赛
1001,76,Train,7,1,耐训练,28,#0 -146810[速训练 失败率0% 属性+0 PT+310] | #1 21032[耐训练 失败率0% 属性+1832 PT+299] | #2 6220[力训练 失败率0% 属性+520 PT+89] | #3 1572[根训练 失败率0% 属性+117 PT+24] | #4 3479[智训练 失败率0% 属性+151 PT+64] | #5 -154[休息] | #6 -185[普通外出]
1001,77,Train,1,0,比赛,0,仅1候选: 比赛
